ds,yhat,yhat_lower,yhat_upper,Country
1988-01-01,3032682147.3986325,2471724061.006642,3661356947.167439,European Union (27)
1989-01-01,3110577413.9384475,2506151929.7925825,3693564780.261875,European Union (27)
1990-01-01,3118348904.0640774,2550552402.3149214,3654770292.8892436,European Union (27)
1991-01-01,3126860190.2863894,2569182460.0855217,3682576480.300142,European Union (27)
1992-01-01,3136131481.27725,2600905259.582241,3691562762.572944,European Union (27)
1993-01-01,3214026747.8170395,2628012432.0864396,3775783362.076594,European Union (27)
1994-01-01,3221798237.942683,2665545694.9840813,3817993489.6409655,European Union (27)
1995-01-01,3230309524.1649756,2655371330.341557,3717393827.192764,European Union (27)
1996-01-01,3239580815.1558375,2687497913.7729487,3784910045.5930405,European Union (27)
1997-01-01,3317476081.6955857,2690660971.9995594,3884625057.591402,European Union (27)
1998-01-01,3325247571.821292,2764442610.176437,3899174887.481414,European Union (27)
1999-01-01,3333758858.0436006,2791473509.244421,3848810553.6279397,European Union (27)
2000-01-01,3343030149.03434,2780680073.9921527,3861385859.0918217,European Union (27)
2001-01-01,3420925415.5741606,2838855433.3104634,3963734336.9607615,European Union (27)
2002-01-01,3428696905.699818,2889978428.5586214,4001254055.439906,European Union (27)
2003-01-01,3437208191.9221087,2923000572.7566013,3966987355.0573006,European Union (27)
2004-01-01,3446479482.9130673,2895778596.3712234,4045245012.3030863,European Union (27)
2005-01-01,3524374749.45269,2943027885.3037915,4035186837.42244,European Union (27)
2006-01-01,3532146239.578494,2940463626.9610744,4126279739.404433,European Union (27)
2007-01-01,3540657525.8007846,2978370434.518754,4100908321.365383,European Union (27)
2008-01-01,3549928816.791594,2968473265.0974298,4095250707.496956,European Union (27)
2009-01-01,3627824083.3314095,3049551565.077408,4195612068.9223347,European Union (27)
2010-01-01,3635595573.457052,3063497303.9849763,4170677904.586827,European Union (27)
2011-01-01,3644106859.6793447,3126205826.5397525,4188122222.2426343,European Union (27)
2012-01-01,3653378150.670192,3105338237.0977683,4212605422.030906,European Union (27)
2013-01-01,3731273417.209894,3184039084.6575427,4253367198.589009,European Union (27)
2014-01-01,3739044907.3355417,3178439877.2744446,4252935632.691132,European Union (27)
2015-01-01,3747556193.558026,3173901640.6206756,4325451810.277261,European Union (27)
2016-01-01,3756827484.5487795,3205942986.362478,4321732924.136051,European Union (27)
2017-01-01,3834722751.0886,3273982662.8901916,4355860149.626509,European Union (27)
2018-01-01,3842494241.2142634,3300429646.422624,4388018800.697099,European Union (27)
2019-01-01,3851005527.436539,3317090350.4269333,4402315897.224088,European Union (27)
2020-01-01,3860276818.427365,3287507991.4604497,4389850895.951964,European Union (27)
2021-01-01,3938172084.967165,3357578187.4605203,4462769102.725085,European Union (27)
2022-01-01,3945943575.0927153,3378321166.593627,4525954799.210625,European Union (27)
2023-01-01,3954454861.315056,3378891206.822189,4479410573.703505,European Union (27)
2023-12-31,3905324299.9823413,3333115678.364591,4454901088.427109,European Union (27)
2024-12-31,3973776475.0538135,3382307796.218938,4519040435.14677,European Union (27)
2025-12-31,3984623648.2783494,3424267309.8490834,4542288807.327527,European Union (27)
2026-12-31,3996284257.79447,3434023895.77428,4559736792.214017,European Union (27)
2027-12-31,4008773633.8609934,3446166094.992752,4596082384.586039,European Union (27)
2028-12-31,4077225808.9323997,3524786249.7839155,4645234971.558344,European Union (27)
2029-12-31,4088072982.156815,3526939649.749525,4621832534.643003,European Union (27)
2030-12-31,4099733591.673118,3518069898.398358,4683147694.4068775,European Union (27)
2031-12-31,4112222967.739444,3512673649.2455206,4657839093.781997,European Union (27)
2032-12-31,4180675142.810845,3603414424.5916257,4725678954.769052,European Union (27)
2033-12-31,4191522316.035508,3627276540.570971,4756926107.093988,European Union (27)
2034-12-31,4203182925.5514393,3653600419.814254,4746464393.770099,European Union (27)
2035-12-31,4215672301.6180897,3641116190.2147956,4751263116.968301,European Union (27)
2036-12-31,4284124476.689592,3737614413.06916,4846424468.384877,European Union (27)
2037-12-31,4294971649.91424,3744807805.3576736,4836709118.640575,European Union (27)
2038-12-31,4306632259.430164,3767375743.1388617,4908795123.235196,European Union (27)
2039-12-31,4319121635.4968,3720550646.2735453,4842221912.398119,European Union (27)
2040-12-31,4387573810.568212,3797904768.487503,4927755725.321228,European Union (27)
2041-12-31,4398420983.792663,3799489546.1569033,4911102361.276121,European Union (27)
2042-12-31,4410081593.308882,3891736653.5456142,4964640630.187438,European Union (27)
2043-12-31,4422570969.375207,3894244375.086707,4956704107.362306,European Union (27)
2044-12-31,4491023144.446572,3905158664.8529835,5073465765.058947,European Union (27)
2045-12-31,4501870317.671315,3935237557.3918457,5060006688.771778,European Union (27)
2046-12-31,4513530927.187467,3961431006.0451984,5106052292.131308,European Union (27)
2047-12-31,4526020303.253853,3951973543.1054463,5103643771.526429,European Union (27)
2048-12-31,4594472478.325301,4019579027.28907,5139064873.182584,European Union (27)
2049-12-31,4605319651.550019,4029138093.542563,5170338021.372976,European Union (27)
2050-12-31,4616980261.066,4066451153.471146,5150537230.479029,European Union (27)
2051-12-31,4629469637.132536,4071274427.1857696,5193326840.270133,European Union (27)
2052-12-31,4697921812.203999,4145548431.0828524,5243002543.97752,European Union (27)
